index,offset_hex,offset_dec,length,code_refs,text
47,0x000E6710,943888,18,0,志摩子　　　　　　
48,0x000E6AB8,944824,4,0,♪？
49,0x000E70F8,946424,34,0,これ以降は製品版でお楽しみ下さい。
50,0x000E711C,946460,34,0,これ以降は製品版でお楽しみ下さい。
51,0x000E7FD0,950224,97,0,"　僕は思った。死んだ記憶なんてどうだっていいじゃないか。真実なんてこれから作っていけばいいんだ。"
52,0x000E8034,950324,97,0,"　僕は思った。死んだ記憶なんてどうだっていいじゃないか。真実なんてこれから作っていけばいいんだ。"
53,0x000E8098,950424,54,0,　そして、美雨を連れてこの国を離れる事にしたのである。
54,0x000E80D0,950480,54,0,　そして、美雨を連れてこの国を離れる事にしたのである。
55,0x000E8108,950536,71,0,　世界は広い。僕達二人がひっそり生きていくだけの場所ぐらいあるはずだ。
56,0x000E8150,950608,71,0,　世界は広い。僕達二人がひっそり生きていくだけの場所ぐらいあるはずだ。
57,0x000E8198,950680,125,0,"　決心が付くと、僕は全財産を紙幣に換えた。パスポート無しで国外に逃れ、そこで生活を送る為に必要なあらゆる手段を模索する為だ。"
58,0x000E8218,950808,125,0,"　決心が付くと、僕は全財産を紙幣に換えた。パスポート無しで国外に逃れ、そこで生活を送る為に必要なあらゆる手段を模索する為だ。"
59,0x000E8298,950936,79,0,"　金の力に不可能はなかった。途中までは。出発の日、美雨の記憶が戻ったのである。"
60,0x000E82E8,951016,79,0,"　金の力に不可能はなかった。途中までは。出発の日、美雨の記憶が戻ったのである。"
61,0x000E8338,951096,73,0,"　二人の甘く暖かな記憶は泥にまみれたトラウマとなって美雨を深く傷付けた。"
62,0x000E8384,951172,73,0,"　二人の甘く暖かな記憶は泥にまみれたトラウマとなって美雨を深く傷付けた。"
63,0x000E83D0,951248,58,0,　僕は美雨の悲しく怒りをたたえた目を見る事ができなかった。
64,0x000E840C,951308,58,0,　僕は美雨の悲しく怒りをたたえた目を見る事ができなかった。
65,0x000E8448,951368,8,0,　ＥＮＤ
66,0x000E8454,951380,8,0,　ＥＮＤ
67,0x000E8494,951444,68,0,　僕達は街の教会を借り切って二人だけの些細な結婚式を挙げたのである。
68,0x000E84DC,951516,68,0,　僕達は街の教会を借り切って二人だけの些細な結婚式を挙げたのである。
69,0x000E852C,951596,87,0,"　純白のドレスに身を包んだ美雨は妖精のようでもあり、僕を包み込む母親のようでもあった。"
70,0x000E8584,951684,87,0,"　純白のドレスに身を包んだ美雨は妖精のようでもあり、僕を包み込む母親のようでもあった。"
71,0x000E85DC,951772,7,0,主人公
72,0x000E85E4,951780,20,0,「幸せにして。美雨」
73,0x000E85FC,951804,20,0,「幸せにして。美雨」
74,0x000E8620,951840,5,0,美雨
75,0x000E8628,951848,36,0,「あはは。分かりました～お兄ちゃん」
76,0x000E8650,951888,36,0,「あはは。分かりました～お兄ちゃん」
77,0x000E8678,951928,7,0,主人公
78,0x000E8680,951936,12,0,「愛してる」
79,0x000E8690,951952,12,0,「愛してる」
80,0x000E86A8,951976,32,0,　その言葉に美雨はキスで答えた。
81,0x000E86CC,952012,32,0,　その言葉に美雨はキスで答えた。
82,0x000E8704,952068,5,0,美雨
83,0x000E870C,952076,56,0,「美雨は誰の物にもならない。だからこんな我が儘言ったの」
84,0x000E8748,952136,56,0,「美雨は誰の物にもならない。だからこんな我が儘言ったの」
85,0x000E8784,952196,7,0,主人公
86,0x000E878C,952204,36,0,「嬉しいよ美雨。ずっと一緒にいよう」
87,0x000E87B4,952244,36,0,「嬉しいよ美雨。ずっと一緒にいよう」
88,0x000E87DC,952284,38,0,　美雨は嬉しそうに僕の首に腕を回した。
89,0x000E8804,952324,38,0,　美雨は嬉しそうに僕の首に腕を回した。
90,0x000E8838,952376,5,0,美雨
91,0x000E8840,952384,16,0,「ここでしたい」
92,0x000E8854,952404,16,0,「ここでしたい」
93,0x000E8868,952424,7,0,主人公
94,0x000E8870,952432,6,0,「！」
95,0x000E8878,952440,6,0,「！」
96,0x000E888C,952460,5,0,美雨
97,0x000E8894,952468,58,0,「神様に見てもらうの。そうしたら誰も私達の仲を裂けないよ」
98,0x000E88D0,952528,58,0,「神様に見てもらうの。そうしたら誰も私達の仲を裂けないよ」
99,0x000E890C,952588,7,0,主人公
100,0x000E8914,952596,6,0,「…」
101,0x000E891C,952604,6,0,「…」
102,0x000E8924,952612,64,0,　僕は無神論者ではあるが、宗教をないがしろにする気も同時にない。
103,0x000E8968,952680,64,0,　僕は無神論者ではあるが、宗教をないがしろにする気も同時にない。
104,0x000E89AC,952748,131,0,"　よって教会でこういう事は…と思ったのだが、僕の分身であり、本体よりも強固な意志を持つ、オチ○チ○は既にスタンバイオッケーだった。"
105,0x000E8A30,952880,131,0,"　よって教会でこういう事は…と思ったのだが、僕の分身であり、本体よりも強固な意志を持つ、オチ○チ○は既にスタンバイオッケーだった。"
106,0x000E8AB4,953012,7,0,主人公
107,0x000E8ABC,953020,14,0,「あぁ…美雨」
108,0x000E8ACC,953036,14,0,「あぁ…美雨」
109,0x000E8AE8,953064,5,0,美雨
110,0x000E8AF0,953072,24,0,「愛してる！お兄ちゃん」
111,0x000E8B0C,953100,24,0,「愛してる！お兄ちゃん」
112,0x000E8B30,953136,24,0,　僕は美雨を押し倒した。
113,0x000E8B4C,953164,24,0,　僕は美雨を押し倒した。
114,0x000E8B68,953192,7,0,主人公
115,0x000E8B70,953200,34,0,「ドレスが汚れちゃってもいいの？」
116,0x000E8B94,953236,34,0,「ドレスが汚れちゃってもいいの？」
117,0x000E8BC4,953284,5,0,美雨
118,0x000E8BCC,953292,16,0,「いいの。エヘ」
119,0x000E8BE0,953312,16,0,「いいの。エヘ」
120,0x000E8BF4,953332,7,0,主人公
121,0x000E8BFC,953340,22,0,「ふふ。何で笑うの？」
122,0x000E8C14,953364,22,0,「ふふ。何で笑うの？」
123,0x000E8C38,953400,5,0,美雨
124,0x000E8C40,953408,83,0,"「二人がおじいちゃんおばあちゃんになった時に、ドレスの汚れを見て一緒　に笑いたい」"
125,0x000E8C94,953492,83,0,"「二人がおじいちゃんおばあちゃんになった時に、ドレスの汚れを見て一緒　に笑いたい」"
126,0x000E8CE8,953576,7,0,主人公
127,0x000E8CF0,953584,22,0,「も～！美雨、大好き」
128,0x000E8D08,953608,22,0,「も～！美雨、大好き」
129,0x000E8D20,953632,56,0,　僕はドレスの上から美雨のおっぱいやお尻を優しく撫でた。
130,0x000E8D5C,953692,56,0,　僕はドレスの上から美雨のおっぱいやお尻を優しく撫でた。
131,0x000E8DA4,953764,5,0,美雨
132,0x000E8DAC,953772,34,0,「あんっお兄ちゃん…気持ちいいよ」
133,0x000E8DD0,953808,34,0,「あんっお兄ちゃん…気持ちいいよ」
134,0x000E8DF4,953844,7,0,主人公
135,0x000E8DFC,953852,50,0,「ビチョビチョになっちゃうね。ウェディングドレス」
136,0x000E8E30,953904,50,0,「ビチョビチョになっちゃうね。ウェディングドレス」
137,0x000E8E70,953968,5,0,美雨
138,0x000E8E78,953976,38,0,「もうビチョビチョだよぅ…あはぁ…ん」
139,0x000E8EA0,954016,38,0,「もうビチョビチョだよぅ…あはぁ…ん」
140,0x000E8EC8,954056,93,0,"　切ない声を上げて身を捩らせる。僕も興奮してきた。自然と美雨の体を触るのにも熱が入ってくる。"
141,0x000E8F28,954152,93,0,"　切ない声を上げて身を捩らせる。僕も興奮してきた。自然と美雨の体を触るのにも熱が入ってくる。"
142,0x000E8F88,954248,40,0,　乳首をつまみ、舌で転がし、強く吸った。
143,0x000E8FB4,954292,40,0,　乳首をつまみ、舌で転がし、強く吸った。
144,0x000E8FEC,954348,5,0,美雨
145,0x000E8FF4,954356,30,0,「はみゃあ！おにい…ちゃあん」
146,0x000E9014,954388,30,0,「はみゃあ！おにい…ちゃあん」
147,0x000E9034,954420,7,0,主人公
148,0x000E903C,954428,46,0,「愛してるよ、美雨。いっぱいいっぱい感じてね」
149,0x000E906C,954476,46,0,「愛してるよ、美雨。いっぱいいっぱい感じてね」
150,0x000E90A8,954536,5,0,美雨
151,0x000E90B0,954544,38,0,「エッチになっちゃうよ。恥ずかしいよ」
152,0x000E90D8,954584,38,0,「エッチになっちゃうよ。恥ずかしいよ」
153,0x000E9100,954624,7,0,主人公
154,0x000E9108,954632,24,0,「美雨のアソコ見ちゃう」
155,0x000E9124,954660,24,0,「美雨のアソコ見ちゃう」
156,0x000E914C,954700,5,0,美雨
157,0x000E9154,954708,12,0,「ああ…ン」
158,0x000E9164,954724,12,0,「ああ…ン」
159,0x000E917C,954748,71,0,　下半身を裸にすると、美雨は緊張しているのか、腰の辺りを固くしている。
160,0x000E91C4,954820,71,0,　下半身を裸にすると、美雨は緊張しているのか、腰の辺りを固くしている。
161,0x000E920C,954892,66,0,　僕は緊張をほぐしてあげようと思い、柔らかい手つきで撫でてあげた。
162,0x000E9250,954960,66,0,　僕は緊張をほぐしてあげようと思い、柔らかい手つきで撫でてあげた。
163,0x000E92A0,955040,5,0,美雨
164,0x000E92A8,955048,50,0,「はあ…うにゃん…お兄たん…美雨、とろけちゃうよ」
165,0x000E92DC,955100,50,0,「はあ…うにゃん…お兄たん…美雨、とろけちゃうよ」
166,0x000E9310,955152,103,0,"　そのまま足を開かせる。小さな抵抗があったが僕の優しい手つきに安心したのか、美雨は自分から足を開いた。"
167,0x000E9378,955256,103,0,"　そのまま足を開かせる。小さな抵抗があったが僕の優しい手つきに安心したのか、美雨は自分から足を開いた。"
168,0x000E93EC,955372,5,0,美雨
169,0x000E93F4,955380,52,0,「はぁ…お兄ちゃん…大好き。今日は美雨、恐くないよ」
170,0x000E942C,955436,52,0,「はぁ…お兄ちゃん…大好き。今日は美雨、恐くないよ」
171,0x000E9464,955492,7,0,主人公
172,0x000E946C,955500,40,0,「大好きだよ美雨。美雨に会えて良かった」
173,0x000E9498,955544,40,0,「大好きだよ美雨。美雨に会えて良かった」
174,0x000E94C4,955588,52,0,　僕はゆっくりとピンク色に光割れ目に舌を差し込んだ。
175,0x000E94FC,955644,52,0,　僕はゆっくりとピンク色に光割れ目に舌を差し込んだ。
176,0x000E9540,955712,5,0,美雨
177,0x000E9548,955720,10,0,「はう…」
178,0x000E9554,955732,10,0,「はう…」
179,0x000E9568,955752,148,0,"　下半身に電気が走ったようになり、美雨の腰が浮いた。僕はそこを腕で抱き抱えるようにして、ゆっくりとではあるが、力強くアソコを嘗め、吸い、転がした。"
180,0x000E9600,955904,148,0,"　下半身に電気が走ったようになり、美雨の腰が浮いた。僕はそこを腕で抱き抱えるようにして、ゆっくりとではあるが、力強くアソコを嘗め、吸い、転がした。"
181,0x000E96A4,956068,5,0,美雨
182,0x000E96AC,956076,34,0,「お兄ちゃん！あ…あぁ…や…あ…」
183,0x000E96D0,956112,34,0,「お兄ちゃん！あ…あぁ…や…あ…」
184,0x000E96F4,956148,7,0,主人公
185,0x000E96FC,956156,18,0,「大丈夫？痛い？」
186,0x000E9710,956176,18,0,「大丈夫？痛い？」
187,0x000E9730,956208,5,0,美雨
188,0x000E9738,956216,54,0,「違うの…あっ…止めないで…すごく…感じちゃう…から」
189,0x000E9770,956272,54,0,「違うの…あっ…止めないで…すごく…感じちゃう…から」
190,0x000E97A8,956328,117,0,"　美雨の愛液が溢れてきて僕の口の周りを汚していく。はじめ透明だった液はだんだん濃くなってきて、味と匂いも濃厚になる。"
191,0x000E9820,956448,117,0,"　美雨の愛液が溢れてきて僕の口の周りを汚していく。はじめ透明だった液はだんだん濃くなってきて、味と匂いも濃厚になる。"
192,0x000E9898,956568,7,0,主人公
193,0x000E98A0,956576,40,0,「はぁ…はむ…おいしいよ、美雨のアソコ」
194,0x000E98CC,956620,40,0,「はぁ…はむ…おいしいよ、美雨のアソコ」
195,0x000E9904,956676,5,0,美雨
196,0x000E990C,956684,22,0,「はみゃう…んまあ…」
197,0x000E9924,956708,22,0,「はみゃう…んまあ…」
198,0x000E993C,956732,48,0,　そろそろ俺の出番だろう。分身が僕を呼んでいた。
199,0x000E9970,956784,48,0,　そろそろ俺の出番だろう。分身が僕を呼んでいた。
200,0x000E99A4,956836,7,0,主人公
201,0x000E99AC,956844,10,0,「美雨…」
202,0x000E99B8,956856,10,0,「美雨…」
203,0x000E99D0,956880,5,0,美雨
204,0x000E99D8,956888,16,0,「お兄ちゃん…」
205,0x000E99EC,956908,16,0,「お兄ちゃん…」
206,0x000E9A00,956928,7,0,主人公
207,0x000E9A08,956936,40,0,「できるだけ痛くしないようにするから…」
208,0x000E9A34,956980,40,0,「できるだけ痛くしないようにするから…」
209,0x000E9A60,957024,62,0,　美雨は僕に身を預ける決心が付いたようだ。優しく笑って見せた。
210,0x000E9AA0,957088,62,0,　美雨は僕に身を預ける決心が付いたようだ。優しく笑って見せた。
211,0x000E9AE0,957152,117,0,"　パンパンに膨れ上がった物を、十分に湿った割れ目に当てると、まるで愛液に引きずられるように自然と中に導かれていった。"
212,0x000E9B58,957272,117,0,"　パンパンに膨れ上がった物を、十分に湿った割れ目に当てると、まるで愛液に引きずられるように自然と中に導かれていった。"
213,0x000E9BE4,957412,5,0,美雨
214,0x000E9BEC,957420,10,0,「はぁん」
215,0x000E9BF8,957432,10,0,「はぁん」
216,0x000E9C04,957444,24,0,　美雨の切ない声が出た。
217,0x000E9C20,957472,24,0,　美雨の切ない声が出た。
218,0x000E9C3C,957500,48,0,　そして殆ど何の抵抗もなく奥まで届いたのである。
219,0x000E9C70,957552,48,0,　そして殆ど何の抵抗もなく奥まで届いたのである。
220,0x000E9CB0,957616,5,0,美雨
221,0x000E9CB8,957624,26,0,「お兄ちゃん…はぁ…あぁ」
222,0x000E9CD4,957652,26,0,「お兄ちゃん…はぁ…あぁ」
223,0x000E9CF0,957680,7,0,主人公
224,0x000E9CF8,957688,20,0,「美雨？痛くない？」
225,0x000E9D10,957712,20,0,「美雨？痛くない？」
226,0x000E9D34,957748,5,0,美雨
227,0x000E9D3C,957756,42,0,「あ…あう…痛くないのお兄ちゃん…嬉しい」
228,0x000E9D68,957800,42,0,「あ…あう…痛くないのお兄ちゃん…嬉しい」
229,0x000E9D9C,957852,75,0,"　神が起こした奇跡なのだろうか。僕達二人は歓喜に包まれて快感を貪り合った。"
230,0x000E9DE8,957928,75,0,"　神が起こした奇跡なのだろうか。僕達二人は歓喜に包まれて快感を貪り合った。"
231,0x000E9E40,958016,5,0,美雨
232,0x000E9E48,958024,40,0,「美雨の中にお兄ちゃんのが入ってるよう」
233,0x000E9E74,958068,40,0,「美雨の中にお兄ちゃんのが入ってるよう」
234,0x000E9EA0,958112,7,0,主人公
235,0x000E9EA8,958120,14,0,「おっきい？」
236,0x000E9EB8,958136,14,0,「おっきい？」
237,0x000E9ED4,958164,5,0,美雨
238,0x000E9EDC,958172,30,0,「うん。すっごくおっきいの！」
239,0x000E9EFC,958204,30,0,「うん。すっごくおっきいの！」
240,0x000E9F1C,958236,7,0,主人公
241,0x000E9F24,958244,48,0,「どんな感じ？おっきいのが美雨の中で動いてるよ」
242,0x000E9F58,958296,48,0,「どんな感じ？おっきいのが美雨の中で動いてるよ」
243,0x000E9F98,958360,5,0,美雨
244,0x000E9FA0,958368,52,0,「分からない…だって…初めてなんだもんっあふぁあっ」
245,0x000E9FD8,958424,52,0,「分からない…だって…初めてなんだもんっあふぁあっ」
246,0x000EA010,958480,7,0,主人公
247,0x000EA018,958488,36,0,「すっごい熱くなってるよ。美雨の中」
248,0x000EA040,958528,36,0,「すっごい熱くなってるよ。美雨の中」
249,0x000EA074,958580,5,0,美雨
250,0x000EA07C,958588,36,0,「好きだよう！あっああっお兄ちゃん」
251,0x000EA0A4,958628,36,0,「好きだよう！あっああっお兄ちゃん」
252,0x000EA0CC,958668,7,0,主人公
253,0x000EA0D4,958676,32,0,「こんな気持ちいいの…初めてだ」
254,0x000EA0F8,958712,32,0,「こんな気持ちいいの…初めてだ」
255,0x000EA11C,958748,24,0,　腰の動きが激しくなる。
256,0x000EA138,958776,24,0,　腰の動きが激しくなる。
257,0x000EA160,958816,5,0,美雨
258,0x000EA168,958824,24,0,「あ！ああああっああ！」
259,0x000EA184,958852,24,0,「あ！ああああっああ！」
260,0x000EA1A0,958880,77,0,"　頭の中が真っ白になる。まるで美雨と解け合って一つになっていくような感覚だ。"
261,0x000EA1F0,958960,77,0,"　頭の中が真っ白になる。まるで美雨と解け合って一つになっていくような感覚だ。"
262,0x000EA240,959040,68,0,　互いの粘膜が擦れ合って神聖な空間にグチョグチョと卑猥な音を立てる。
263,0x000EA288,959112,68,0,　互いの粘膜が擦れ合って神聖な空間にグチョグチョと卑猥な音を立てる。
264,0x000EA2D0,959184,56,0,　美雨の顔が真っ赤だ。。僕も体の中が火事になったようだ。
265,0x000EA30C,959244,56,0,　美雨の顔が真っ赤だ。。僕も体の中が火事になったようだ。
266,0x000EA354,959316,5,0,美雨
267,0x000EA35C,959324,32,0,「あん！お兄ちゃん！お兄ちゃん」
268,0x000EA380,959360,32,0,「あん！お兄ちゃん！お兄ちゃん」
269,0x000EA3A4,959396,7,0,主人公
270,0x000EA3AC,959404,12,0,「美雨！！」
271,0x000EA3BC,959420,12,0,「美雨！！」
272,0x000EA3D8,959448,5,0,美雨
273,0x000EA3E0,959456,20,0,「はぁ…はみゅう…」
274,0x000EA3F8,959480,20,0,「はぁ…はみゅう…」
275,0x000EA410,959504,7,0,主人公
276,0x000EA418,959512,20,0,「あ…美雨…もう…」
277,0x000EA430,959536,20,0,「あ…美雨…もう…」
278,0x000EA454,959572,5,0,美雨
279,0x000EA45C,959580,40,0,「お兄ちゃん…愛してる…愛してるから…」
280,0x000EA488,959624,40,0,「お兄ちゃん…愛してる…愛してるから…」
281,0x000EA4B4,959668,7,0,主人公
282,0x000EA4BC,959676,10,0,「あっ…」
283,0x000EA4C8,959688,10,0,「あっ…」
284,0x000EA4E4,959716,26,0,　ドピュ！ドクッドクッドク
285,0x000EA500,959744,26,0,　ドピュ！ドクッドクッドク
286,0x000EA51C,959772,46,0,　とうとう堪えきれず僕は絶頂に達してしまった。
287,0x000EA54C,959820,46,0,　とうとう堪えきれず僕は絶頂に達してしまった。
288,0x000EA57C,959868,77,0,"　体中から大量の精液が溢れ出て、それが全て美雨のアソコに注がれていくようだ。"
289,0x000EA5CC,959948,77,0,"　体中から大量の精液が溢れ出て、それが全て美雨のアソコに注がれていくようだ。"
290,0x000EA61C,960028,20,0,　トクットクットク…
291,0x000EA634,960052,20,0,　トクットクットク…
292,0x000EA64C,960076,7,0,主人公
293,0x000EA654,960084,36,0,「美雨…はぁ…はぁ…止まらないよう」
294,0x000EA67C,960124,36,0,「美雨…はぁ…はぁ…止まらないよう」
295,0x000EA6B0,960176,5,0,美雨
296,0x000EA6B8,960184,36,0,「あぁ…美雨の中に…流れ込んでくる」
297,0x000EA6E0,960224,36,0,「あぁ…美雨の中に…流れ込んでくる」
298,0x000EA708,960264,7,0,主人公
299,0x000EA710,960272,16,0,「はぁ…はぁ…」
300,0x000EA724,960292,16,0,「はぁ…はぁ…」
301,0x000EA744,960324,5,0,美雨
302,0x000EA74C,960332,14,0,「お兄ちゃん」
303,0x000EA75C,960348,14,0,「お兄ちゃん」
304,0x000EA774,960372,32,0,　美雨は僕をしっかり抱きしめた。
305,0x000EA798,960408,32,0,　美雨は僕をしっかり抱きしめた。
306,0x000EA7C8,960456,5,0,美雨
307,0x000EA7D0,960464,30,0,「美雨の事、離しちゃ駄目だよ」
308,0x000EA7F0,960496,30,0,「美雨の事、離しちゃ駄目だよ」
309,0x000EA810,960528,36,0,　僕は強く強く美雨を抱いたのである。
310,0x000EA838,960568,36,0,　僕は強く強く美雨を抱いたのである。
311,0x000EA890,960656,40,0,　次の日、目覚めると美雨の姿はなかった。
312,0x000EA8BC,960700,40,0,　次の日、目覚めると美雨の姿はなかった。
313,0x000EA8E8,960744,99,0,"　いつも朝食をとるテーブルには、「妹レンタル」の文字が一際目立つ、「御利用明細書」が置かれていた。"
314,0x000EA94C,960844,99,0,"　いつも朝食をとるテーブルには、「妹レンタル」の文字が一際目立つ、「御利用明細書」が置かれていた。"
315,0x000EA9B0,960944,101,0,"　それを手に取った途端、全ての想い出は急速に曖昧になっていった。不思議な感覚だ。まるで夢のような…。"
316,0x000EAA18,961048,101,0,"　それを手に取った途端、全ての想い出は急速に曖昧になっていった。不思議な感覚だ。まるで夢のような…。"
317,0x000EAA88,961160,137,0,"　お約束で顔をつねってみた。痛かった。僕は少し笑って、「妹レンタル次回御利用についての案内」と書かれたパンフレットに目を通したのである。"
318,0x000EAB14,961300,137,0,"　お約束で顔をつねってみた。痛かった。僕は少し笑って、「妹レンタル次回御利用についての案内」と書かれたパンフレットに目を通したのである。"
319,0x000EABA0,961440,68,0,　そこに紹介された女の子は、どれも目移りしてしまう粒ぞろいであった。
320,0x000EABE8,961512,68,0,　そこに紹介された女の子は、どれも目移りしてしまう粒ぞろいであった。
321,0x000EAC30,961584,7,0,主人公
322,0x000EAC38,961592,14,0,「いいなあ…」
323,0x000EAC48,961608,14,0,「いいなあ…」
324,0x000EAC58,961624,40,0,　僕はトイレでパンフを熟読したのである。
325,0x000EAC84,961668,40,0,　僕はトイレでパンフを熟読したのである。
326,0x000EACB0,961712,6,0,　完。
327,0x000EACB8,961720,6,0,　完。
328,0x000EAD04,961796,5,0,美雨
329,0x000EAD0C,961804,32,0,「お兄ちゃん、お話があります！」
330,0x000EAD30,961840,32,0,「お兄ちゃん、お話があります！」
331,0x000EAD54,961876,97,0,"　ついにこの日が来たか。でも僕に美雨を縛る権利はない。元の生活に戻る方が幸せに決まっているのだ。"
332,0x000EADB8,961976,97,0,"　ついにこの日が来たか。でも僕に美雨を縛る権利はない。元の生活に戻る方が幸せに決まっているのだ。"
333,0x000EAE1C,962076,7,0,主人公
334,0x000EAE24,962084,18,0,「なんだい？美雨」
335,0x000EAE38,962104,18,0,「なんだい？美雨」
336,0x000EAE58,962136,5,0,美雨
337,0x000EAE60,962144,26,0,「私ここにずっといたい！」
338,0x000EAE7C,962172,26,0,「私ここにずっといたい！」
339,0x000EAE98,962200,7,0,主人公
340,0x000EAEA0,962208,14,0,「！…でも…」
341,0x000EAEB0,962224,14,0,「！…でも…」
342,0x000EAEC0,962240,40,0,　僕を制するように美雨は声を張り上げた。
343,0x000EAEEC,962284,40,0,　僕を制するように美雨は声を張り上げた。
344,0x000EAF24,962340,5,0,美雨
345,0x000EAF2C,962348,62,0,「お兄ちゃん！美雨、もう大人だもん。自分の事は自分で決めるよ」
346,0x000EAF6C,962412,62,0,「お兄ちゃん！美雨、もう大人だもん。自分の事は自分で決めるよ」
347,0x000EAFAC,962476,7,0,主人公
348,0x000EAFB4,962484,6,0,「…」
349,0x000EAFBC,962492,6,0,「…」
350,0x000EAFD0,962512,5,0,美雨
351,0x000EAFD8,962520,46,0,「それでね、美雨、お兄ちゃんにお願いがあるの」
352,0x000EB008,962568,46,0,「それでね、美雨、お兄ちゃんにお願いがあるの」
353,0x000EB038,962616,7,0,主人公
354,0x000EB040,962624,6,0,「？」
355,0x000EB048,962632,6,0,「？」
356,0x000EB05C,962652,5,0,美雨
357,0x000EB064,962660,24,0,「結婚式を挙げたいの！」
358,0x000EB080,962688,24,0,「結婚式を挙げたいの！」
359,0x000EB09C,962716,7,0,主人公
360,0x000EB0A4,962724,12,0,「えぇ～？」
361,0x000EB0B4,962740,12,0,「えぇ～？」
362,0x000EB0D0,962768,5,0,美雨
363,0x000EB0D8,962776,10,0,「駄目？」
364,0x000EB0E4,962788,10,0,「駄目？」
365,0x000EB114,962836,62,0,　美雨は最近、何かをしながら別の事を考えている事が多くなった。
366,0x000EB154,962900,62,0,　美雨は最近、何かをしながら別の事を考えている事が多くなった。
367,0x000EB194,962964,26,0,　そして運命の日は訪れた。
368,0x000EB1B0,962992,26,0,　そして運命の日は訪れた。
369,0x000EB1DC,963036,7,0,主人公
370,0x000EB1E4,963044,18,0,「おはよう、美雨」
371,0x000EB1F8,963064,18,0,「おはよう、美雨」
372,0x000EB218,963096,5,0,美雨
373,0x000EB220,963104,28,0,「私を、家に帰してください」
374,0x000EB240,963136,28,0,「私を、家に帰してください」
375,0x000EB260,963168,7,0,主人公
376,0x000EB268,963176,6,0,「…」
377,0x000EB270,963184,6,0,「…」
378,0x000EB284,963204,5,0,美雨
379,0x000EB28C,963212,22,0,「ここを出て行きます」
380,0x000EB2A4,963236,22,0,「ここを出て行きます」
381,0x000EB2DC,963292,77,0,"　僕の中で何かが弾けて粉々になった。僕は美雨に飛びつき、押し倒したのである。"
382,0x000EB32C,963372,77,0,"　僕の中で何かが弾けて粉々になった。僕は美雨に飛びつき、押し倒したのである。"
383,0x000EB37C,963452,54,0,　強引に唇を奪うと、そこにいつもの柔らかさはなかった。
384,0x000EB3B4,963508,54,0,　強引に唇を奪うと、そこにいつもの柔らかさはなかった。
385,0x000EB3F8,963576,5,0,美雨
386,0x000EB400,963584,16,0,「いや…いや！」
387,0x000EB414,963604,16,0,「いや…いや！」
388,0x000EB428,963624,87,0,"　美雨と離れたくない。そこから発したこの強行は美雨の気持ちを更に遠ざける結果となった。"
389,0x000EB480,963712,87,0,"　美雨と離れたくない。そこから発したこの強行は美雨の気持ちを更に遠ざける結果となった。"
